3.217478638e+002,4.526001576e-004
3.218549500e+002,-5.328077823e-004
3.219620667e+002,-2.119772835e-004
3.220691528e+002,-1.203114371e-004
3.221762695e+002,2.463519922e-004
3.222833862e+002,-8.765547536e-004
3.223905029e+002,-2.578102285e-004
3.224976501e+002,-1.059886417e-003
3.226047974e+002,-2.864557973e-005
3.227119141e+002,-7.619723910e-004
3.228190918e+002,-4.182254779e-004
3.229262390e+002,-7.390559767e-004
3.230334167e+002,4.755166301e-004
3.231405945e+002,9.109294624e-004
3.232477722e+002,1.048428239e-003
3.233549500e+002,1.546861313e-004
3.234621582e+002,4.067672417e-004
3.235693359e+002,-3.953090054e-004
3.236765442e+002,7.275977405e-004
3.237837830e+002,-1.036969945e-003
3.238909912e+002,-6.703065592e-004
3.239982300e+002,5.671824911e-004
3.241054688e+002,-1.586965169e-003
3.242127075e+002,1.718734711e-005
3.243199463e+002,-2.119772835e-004
3.244272156e+002,-1.203114371e-004
3.245344849e+002,1.140094129e-003
3.246417542e+002,-5.557242548e-004
3.247490234e+002,-4.411419213e-004
3.248562927e+002,1.002595294e-003
3.249635925e+002,2.033836208e-003
3.250708923e+002,-5.786407273e-004
3.251781921e+002,1.529673929e-003
3.252855225e+002,-8.307218086e-004
3.253928223e+002,7.734306273e-004
3.255001526e+002,-9.223876405e-004
3.256074829e+002,-2.578102285e-004
3.257148438e+002,1.140094129e-003
3.258221741e+002,1.231759903e-003
3.259295349e+002,-1.059886417e-003
3.260368958e+002,1.002595294e-003
3.261442566e+002,5.671824911e-004
3.262516174e+002,-1.890608255e-004
3.263590088e+002,-6.015571998e-004
3.264664001e+002,5.442660186e-004
3.265737915e+002,-3.494760604e-004
3.266811829e+002,8.593673556e-005
3.267886047e+002,-5.557242548e-004
3.268960266e+002,4.067672417e-004
3.270034485e+002,2.234355197e-004
3.271108704e+002,1.317696733e-004
3.272182922e+002,-1.793213305e-003
3.273257446e+002,4.526001576e-004
3.274331970e+002,4.010381235e-005
3.275406494e+002,7.275977405e-004
3.276481323e+002,-9.739497182e-005
3.277555847e+002,-7.447850658e-005
3.278630676e+002,-1.289051143e-003
3.279705505e+002,-2.578102285e-004
3.280780334e+002,-1.890608255e-004
3.281855469e+002,-3.723925329e-004
3.282930298e+002,-1.197385252e-003
3.284005432e+002,-1.449466334e-003
3.285080566e+002,-2.578102285e-004
3.286156006e+002,9.567623492e-004
3.287231140e+002,5.671824911e-004
3.288306580e+002,-5.156204497e-005
3.289382019e+002,4.984330735e-004
3.290457764e+002,4.067672417e-004
3.291533203e+002,-3.265596170e-004
3.292608948e+002,2.692684357e-004
3.293684692e+002,-7.619723910e-004
3.294760437e+002,2.463519922e-004
3.295836182e+002,-5.786407273e-004
3.296912231e+002,4.984330735e-004
3.297988281e+002,-1.105719362e-003
3.299064331e+002,1.317696733e-004
3.300140381e+002,-9.453041130e-004
3.301216736e+002,7.275977405e-004
3.302292786e+002,-1.661443675e-004
3.303369141e+002,-3.494760604e-004
3.304445496e+002,-1.014053472e-003
3.305522156e+002,1.048428239e-003
3.306598511e+002,-1.380716916e-003
3.307675171e+002,-9.739497182e-005
3.308751831e+002,-3.723925329e-004
3.309828796e+002,6.302027759e-005
3.310905457e+002,-5.328077823e-004
3.311982422e+002,7.734306273e-004
3.313059387e+002,-6.015571998e-004
3.314136353e+002,-2.348937560e-004
3.315213318e+002,-2.870287048e-003
3.316290588e+002,9.338458767e-004
3.317367859e+002,-7.848888636e-004
3.318445129e+002,-4.869748664e-004
3.319522400e+002,-9.911369998e-004
3.320599976e+002,1.850504428e-003
3.321677246e+002,-2.119772835e-004
3.322754822e+002,-1.082802890e-003
3.323832397e+002,-9.453041130e-004
3.324910278e+002,5.442660186e-004
3.325987854e+002,-2.119772835e-004
3.327065735e+002,1.088532008e-004
3.328143616e+002,-1.203114371e-004
3.329221802e+002,-2.864557973e-005
3.330299683e+002,-8.307218086e-004
3.331377869e+002,-1.014053472e-003
3.332456055e+002,-9.223876405e-004
3.333534241e+002,1.208843431e-003
3.334612427e+002,1.002595294e-003
3.335690918e+002,4.755166301e-004
3.336769409e+002,-6.244736142e-004
3.337847900e+002,-1.151552307e-003
3.338926392e+002,-3.265596170e-004
3.340004883e+002,-6.932230317e-004
3.341083679e+002,-9.453041130e-004
3.342162476e+002,1.776025892e-004
3.343241272e+002,3.609342966e-004
3.344320374e+002,1.025511767e-003
3.345399170e+002,-4.640583938e-004
3.346478271e+002,1.438008156e-003
3.347557373e+002,-6.703065592e-004
3.348636475e+002,8.192635723e-004
3.349715881e+002,-9.739497182e-005
3.350794983e+002,1.317696733e-004
3.351874390e+002,-1.890608255e-004
3.352953796e+002,8.650965174e-004
3.354033508e+002,-2.807266719e-004
3.355112915e+002,1.776025892e-004
3.356192627e+002,1.117177657e-003
3.357272339e+002,-5.098913098e-004
3.358352051e+002,-1.105719362e-003
3.359432068e+002,9.567623492e-004
3.360511780e+002,-1.999461558e-003
3.361591797e+002,-4.182254779e-004
3.362671814e+002,1.346342266e-003
3.363752136e+002,6.359318504e-004
3.364832153e+002,4.296836851e-004
3.365912476e+002,1.094261184e-003
3.366992798e+002,1.317696733e-004
3.368073120e+002,5.213495460e-004
3.369153442e+002,-3.723925329e-004
3.370234070e+002,-1.105719362e-003
3.371314697e+002,-7.848888636e-004
3.372395325e+002,7.963470998e-004
3.373475952e+002,-1.472382806e-003
3.374556885e+002,4.526001576e-004
3.375637817e+002,7.963470998e-004
3.376718445e+002,8.880129899e-004
3.377799683e+002,-9.911369998e-004
3.378880615e+002,5.442660186e-004
3.379961853e+002,1.088532008e-004
3.381042786e+002,-1.082802890e-003
3.382124023e+002,1.088532008e-004
3.383205566e+002,8.421800449e-004
3.384286804e+002,-3.953090054e-004
3.385368347e+002,1.552590402e-003
3.386449890e+002,-2.578102285e-004
3.387531433e+002,3.838507691e-004
3.388612976e+002,-2.864557973e-005
3.389694824e+002,-1.432278950e-004
3.390776672e+002,-8.994712261e-004
3.391858215e+002,-5.098913098e-004
3.392940369e+002,-2.578102285e-004
3.394022217e+002,1.185926958e-003
3.395104370e+002,-1.426549861e-003
3.396186523e+002,-5.729115856e-006
3.397268677e+002,1.776025892e-004
3.398350830e+002,-2.119772835e-004
3.399432983e+002,8.593673556e-005
3.400515442e+002,7.734306273e-004
3.401597900e+002,-4.411419213e-004
3.402680359e+002,5.671824911e-004
3.403763123e+002,-8.078053361e-004
3.404845581e+002,5.900989636e-004
3.405928345e+002,4.296836851e-004
3.407011108e+002,9.567623492e-004
3.408093872e+002,-6.015571998e-004
3.409176941e+002,4.010381235e-005
3.410259705e+002,-6.473900867e-004
3.411342773e+002,-3.036431444e-004
3.412425842e+002,1.438008156e-003
3.413509216e+002,-1.357800444e-003
3.414592285e+002,2.692684357e-004
3.415675659e+002,-5.156204497e-005
3.416759033e+002,2.234355197e-004
3.417842407e+002,8.421800449e-004
3.418926086e+002,-1.243218197e-003
3.420009460e+002,-1.564048696e-003
3.421093140e+002,-1.105719362e-003
3.422176819e+002,6.588483229e-004
3.423260498e+002,-1.632797997e-003
3.424344482e+002,1.117177657e-003
3.425428467e+002,-9.223876405e-004
3.426512146e+002,3.151013807e-004
3.427596436e+002,-5.328077823e-004
3.428680420e+002,1.048428239e-003
3.429764709e+002,-1.495299279e-003
3.430848694e+002,-9.453041130e-004
3.431932983e+002,-2.348937560e-004
3.433017273e+002,1.506757457e-003
3.434101868e+002,-7.447850658e-005
3.435186157e+002,-5.786407273e-004
3.436270752e+002,-1.014053472e-003
3.437355347e+002,-2.119772835e-004
3.438440247e+002,-5.557242548e-004
3.439524841e+002,8.593673556e-005
3.440609741e+002,8.421800449e-004
3.441694641e+002,1.919253846e-003
3.442779541e+002,-1.541132224e-003
3.443864441e+002,1.776025892e-004
3.444949646e+002,-2.119772835e-004
3.446034851e+002,6.130153779e-004
3.447120056e+002,-5.156204497e-005
3.448205261e+002,-3.723925329e-004
3.449290466e+002,4.526001576e-004
3.450375977e+002,-2.578102285e-004
3.451461487e+002,-1.701547415e-003
3.452546997e+002,1.392175211e-003
3.453632507e+002,-1.701547415e-003
3.454718018e+002,8.650965174e-004
3.455803833e+002,-1.357800444e-003
3.456889648e+002,-4.411419213e-004
3.457975464e+002,-1.289051143e-003
3.459061584e+002,-1.432278950e-004
3.460147400e+002,1.088532008e-004
3.461233521e+002,4.010381235e-005
3.462319641e+002,6.817647954e-004
3.463405762e+002,1.804671483e-003
3.464491882e+002,3.609342966e-004
3.465578308e+002,-9.911369998e-004
3.466664734e+002,-5.729115856e-006
3.467751160e+002,2.463519922e-004
3.468837585e+002,-2.864557973e-005
3.469924316e+002,2.056752564e-003
3.471010742e+002,-5.557242548e-004
3.472097473e+002,-4.182254779e-004
3.473184204e+002,-9.223876405e-004
3.474271240e+002,1.231759903e-003
3.475357971e+002,-1.203114371e-004
3.476445007e+002,-9.911369998e-004
3.477532043e+002,7.275977405e-004
3.478619080e+002,1.088532008e-004
3.479706116e+002,1.317696733e-004
